Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Gift Card,Variant Weight Unit,Included / Singapore,Included / Australia,Included / Eurozone,Included / India,Included / International,Included / Japan,Included / United Kingdom,Included / United States,Status
dz-ss16-042,"DZ-SS16/042 Flash Crystal Dragon, Sevenavia [RR]","<p><strong>Flash Crystal Dragon, Sevenavia</strong></p>
<p>Card Number: DZ-SS16/042</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/042,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_042.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-043,"DZ-SS16/043 Pale White Magic, Nonomira [RR]","<p><strong>Pale White Magic, Nonomira</strong></p>
<p>Card Number: DZ-SS16/043</p>
<p>Rarity: RR</p>
<p>Grade: グレード 1</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/043,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_043.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-044,"DZ-SS16/044 Divine Sister, Natilla [RR]","<p><strong>Divine Sister, Natilla</strong></p>
<p>Card Number: DZ-SS16/044</p>
<p>Rarity: RR</p>
<p>Grade: グレード 0</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/044,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_044.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-045,"DZ-SS16/045 Knight of Health and Welfare, Eterpines [RR]","<p><strong>Knight of Health and Welfare, Eterpines</strong></p>
<p>Card Number: DZ-SS16/045</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/045,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_045.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-046,DZ-SS16/046 Lavish Scent Dragon [RR],"<p><strong>Lavish Scent Dragon</strong></p>
<p>Card Number: DZ-SS16/046</p>
<p>Rarity: RR</p>
<p>Grade: グレード 1</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/046,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_046.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-047,"DZ-SS16/047 Tear Knight, Rothion [RR]","<p><strong>Tear Knight, Rothion</strong></p>
<p>Card Number: DZ-SS16/047</p>
<p>Rarity: RR</p>
<p>Grade: グレード 0</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/047,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_047.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-048,"DZ-SS16/048 Spiny∧Spiky, Heathe [RR]","<p><strong>Spiny∧Spiky, Heathe</strong></p>
<p>Card Number: DZ-SS16/048</p>
<p>Rarity: RR</p>
<p>Grade: グレード 0</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/048,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_048.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-049,"DZ-SS16/049 Stealth Dragon, Madowazu [C]","<p><strong>Stealth Dragon, Madowazu</strong></p>
<p>Card Number: DZ-SS16/049</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/049,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_049.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-050,"DZ-SS16/050 Stealth Dragon, Midaregumo [C]","<p><strong>Stealth Dragon, Midaregumo</strong></p>
<p>Card Number: DZ-SS16/050</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/050,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_050.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-051,"DZ-SS16/051 Stealth Dragon, Yamitaguri [C]","<p><strong>Stealth Dragon, Yamitaguri</strong></p>
<p>Card Number: DZ-SS16/051</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/051,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_051.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-052,"DZ-SS16/052 Stealth Dragon, Shikintan [C]","<p><strong>Stealth Dragon, Shikintan</strong></p>
<p>Card Number: DZ-SS16/052</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/052,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_052.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-053,DZ-SS16/053 Swanky Enthraller [C],"<p><strong>Swanky Enthraller</strong></p>
<p>Card Number: DZ-SS16/053</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/053,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_053.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-054,DZ-SS16/054 Silky Sky Actress [C],"<p><strong>Silky Sky Actress</strong></p>
<p>Card Number: DZ-SS16/054</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/054,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_054.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-055,DZ-SS16/055 Intrepid Spinner [C],"<p><strong>Intrepid Spinner</strong></p>
<p>Card Number: DZ-SS16/055</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/055,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_055.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-056,DZ-SS16/056 Gambling Juggler [C],"<p><strong>Gambling Juggler</strong></p>
<p>Card Number: DZ-SS16/056</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/056,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_056.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-057,DZ-SS16/057 Chain-like Cluster [C],"<p><strong>Chain-like Cluster</strong></p>
<p>Card Number: DZ-SS16/057</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/057,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_057.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-058,"DZ-SS16/058 Light-flux Bowman, Luminoflux [C]","<p><strong>Light-flux Bowman, Luminoflux</strong></p>
<p>Card Number: DZ-SS16/058</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/058,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_058.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-059,"DZ-SS16/059 Analysis Thrashing, Brightrim [C]","<p><strong>Analysis Thrashing, Brightrim</strong></p>
<p>Card Number: DZ-SS16/059</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/059,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_059.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-060,DZ-SS16/060 Waving Hand of Vacuum Discharge [C],"<p><strong>Waving Hand of Vacuum Discharge</strong></p>
<p>Card Number: DZ-SS16/060</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/060,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_060.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-061,"DZ-SS16/061 Knight of Orderly Bow, Llyvarch [C]","<p><strong>Knight of Orderly Bow, Llyvarch</strong></p>
<p>Card Number: DZ-SS16/061</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/061,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_061.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-062,DZ-SS16/062 Accumulation Sage [C],"<p><strong>Accumulation Sage</strong></p>
<p>Card Number: DZ-SS16/062</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/062,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_062.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-063,DZ-SS16/063 Shargaon [C],"<p><strong>Shargaon</strong></p>
<p>Card Number: DZ-SS16/063</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/063,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_063.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-064,"DZ-SS16/064 Knight of Clarion Strings, Rikula [C]","<p><strong>Knight of Clarion Strings, Rikula</strong></p>
<p>Card Number: DZ-SS16/064</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/064,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_064.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-065,"DZ-SS16/065 Tear Knight, Costas [C]","<p><strong>Tear Knight, Costas</strong></p>
<p>Card Number: DZ-SS16/065</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/065,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_065.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-066,DZ-SS16/066 Scattered Strike Brave Shooter [C],"<p><strong>Scattered Strike Brave Shooter</strong></p>
<p>Card Number: DZ-SS16/066</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/066,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_066.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-067,"DZ-SS16/067 Tear Knight, Kaikilia [C]","<p><strong>Tear Knight, Kaikilia</strong></p>
<p>Card Number: DZ-SS16/067</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/067,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_067.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-068,"DZ-SS16/068 Battle Siren, Dorcea [C]","<p><strong>Battle Siren, Dorcea</strong></p>
<p>Card Number: DZ-SS16/068</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/068,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_068.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-069,"DZ-SS16/069 Fluffy Lady, Godelieve [C]","<p><strong>Fluffy Lady, Godelieve</strong></p>
<p>Card Number: DZ-SS16/069</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/069,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_069.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-070,"DZ-SS16/070 Answerer Encore, Daatje [C]","<p><strong>Answerer Encore, Daatje</strong></p>
<p>Card Number: DZ-SS16/070</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/070,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_070.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-071,"DZ-SS16/071 Pop Out Front Line, Gisela [C]","<p><strong>Pop Out Front Line, Gisela</strong></p>
<p>Card Number: DZ-SS16/071</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/071,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_071.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-072,"DZ-SS16/072 Diva of Ataraxia, Georgina [C]","<p><strong>Diva of Ataraxia, Georgina</strong></p>
<p>Card Number: DZ-SS16/072</p>
<p>Rarity: C</p>
<p>Grade: グレード 0</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/072,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_072.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp01,"DZ-SS16/15thSP01 Chakrabarthi Deity Dragon, Nirvana Bagarvan [15thSP]","<p><strong>Chakrabarthi Deity Dragon, Nirvana Bagarvan</strong></p>
<p>Card Number: DZ-SS16/15thSP01</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 3</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP01,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_073.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp02,"DZ-SS16/15thSP02 Weaving Prayers Blaze Maiden, Reiyu [15thSP]","<p><strong>Weaving Prayers Blaze Maiden, Reiyu</strong></p>
<p>Card Number: DZ-SS16/15thSP02</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 2</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP02,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_074.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp03,"DZ-SS16/15thSP03 Reunion Blaze Maiden, Rino [15thSP]","<p><strong>Reunion Blaze Maiden, Rino</strong></p>
<p>Card Number: DZ-SS16/15thSP03</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 1</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP03,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_075.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp04,DZ-SS16/15thSP04 Sunlight Egg [15thSP],"<p><strong>Sunlight Egg</strong></p>
<p>Card Number: DZ-SS16/15thSP04</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 0</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP04,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_076.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp05,DZ-SS16/15thSP05 Chronojet Dragon [15thSP],"<p><strong>Chronojet Dragon</strong></p>
<p>Card Number: DZ-SS16/15thSP05</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 3</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP05,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_077.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp06,DZ-SS16/15thSP06 Smokegear Dragon [15thSP],"<p><strong>Smokegear Dragon</strong></p>
<p>Card Number: DZ-SS16/15thSP06</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 2</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP06,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_078.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp07,DZ-SS16/15thSP07 Masergear Dragon [15thSP],"<p><strong>Masergear Dragon</strong></p>
<p>Card Number: DZ-SS16/15thSP07</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 1</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP07,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_079.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp08,DZ-SS16/15thSP08 Chrono Dran [15thSP],"<p><strong>Chrono Dran</strong></p>
<p>Card Number: DZ-SS16/15thSP08</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 0</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP08,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_080.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp09,"DZ-SS16/15thSP09 Gleaming Lord, Uranus [15thSP]","<p><strong>Gleaming Lord, Uranus</strong></p>
<p>Card Number: DZ-SS16/15thSP09</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 3</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP09,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_081.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp10,DZ-SS16/15thSP10 Prometheus of Dancing Lights [15thSP],"<p><strong>Prometheus of Dancing Lights</strong></p>
<p>Card Number: DZ-SS16/15thSP10</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 2</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP10,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_082.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp11,DZ-SS16/15thSP11 Atlas of Heavenly Sphere [15thSP],"<p><strong>Atlas of Heavenly Sphere</strong></p>
<p>Card Number: DZ-SS16/15thSP11</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 1</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP11,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_083.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-15thsp12,DZ-SS16/15thSP12 Pan of New Style [15thSP],"<p><strong>Pan of New Style</strong></p>
<p>Card Number: DZ-SS16/15thSP12</p>
<p>Rarity: 15thSP</p>
<p>Grade: グレード 0</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/15thSP12,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_084.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-ffr01,"DZ-SS16/FFR01 Dragritter, Nasruddin [FFR]","<p><strong>Dragritter, Nasruddin</strong></p>
<p>Card Number: DZ-SS16/FFR01</p>
<p>Rarity: FFR</p>
<p>Grade: グレード 1</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/FFR01,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_085.png,1,false,kg,true,true,true,true,true,true,true,true,active
